,unique_id,skybg,skybgstd,x0peak,y0peak,x0col,y0col,Rp,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,C1,C2,BGmedian,A_e,A0,A1,A3,S3,G,sigma_psi,M20,H
2365,egs27897,0.00343132,0.00596665,18.51470235,31.50184089,29.65941164,31.70777267,32.44696322,9.51101311,3.74897827,172.76991132,0.08429265,17.39645978,0.49999998,21.07752125,24.06911237,31.29312357,0.08581869,15.35035998,0.56714835,0.3829726,178.3102776,79.66559552,6.92035641,9.25097277,11.0084323,12.70802222,14.50781697,16.51244713,18.89443239,22.08689478,26.0023913,0.37794726,0.25341122,0.05802173,7.482e-05,0.76749498,0.58481102,0.31413666,0.01941037,0.56714299,0.7413737,-1.08329141,0.76407115
2366,egs27905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,egs27909,0.01184201,0.0104341,29.52940231,33.55197744,29.59378869,34.11482782,20.61218828,3.13749263,2.5907363,93.06314241,0.0367055,18.99999814,7.23549453,5.4531154,29.06699545,33.44487609,0.11189514,9.58601406,3.64432209,0.99068589,105.37745871,154.9059118,1.43246494,2.32771687,3.48938739,4.79053435,6.39723784,8.49342743,10.76069563,13.34599733,16.22164444,0.75842088,0.40410238,0.04728934,6.724e-05,0.25697493,0.15248045,0.11685768,0.02887584,0.62067373,0.34987127,-2.16191873,0.49329116
2368,egs27920,0.00013372,0.00274337,30.53493075,30.49950248,31.60048009,31.23603133,11.20029745,3.94460837,2.65733432,45.36035454,0.04255478,5.57230795,0.79679694,3.13197708,30.29167322,29.68276882,0.04465423,5.653009,0.75838241,0.59969706,41.05947019,8.18018766,1.89694979,2.97829176,3.67403985,4.43118098,5.22460748,5.90492542,6.7544388,7.85715911,9.20508528,0.42129831,0.24597415,0.05415608,0.00033424,0.24579564,0.09209954,0.04958217,0.35188983,0.44842235,0.14637912,-1.58912599,0.84327743
2369,egs27922,6.269e-05,0.00386385,30.54119766,35.53148068,32.98808635,33.95339321,19.0222786,7.22291064,2.40401728,133.92962586,0.07759945,9.03074203,0.58677226,8.32085961,30.81986099,34.17924072,0.07965256,9.72800439,0.74815167,0.25215331,135.15182746,19.16188341,3.56523995,4.87355309,6.12194275,7.46831023,8.75174345,10.03099924,11.75661111,13.48665543,15.6682793,0.44205856,0.25292673,0.04864715,0.00020113,0.2481529,0.12999008,0.09233342,0.1296081,0.43788937,0.26819244,-1.58631642,0.86090991
2370,egs27929,0.00518714,0.0077988,30.50686485,33.51045563,30.83012118,33.28611146,23.93664055,4.51507724,2.3302516,161.09715431,0.06199311,11.123344,0.89428025,8.74947852,30.10917396,32.50912955,0.04892325,13.04436058,1.1481294,0.47537153,162.32614268,40.40495892,3.48450714,5.15967907,6.71959908,8.49836401,10.29128561,12.24582199,14.45653197,16.75089874,19.40992802,0.51141542,0.27555429,0.11308011,0.00019279,0.34323068,0.15620993,0.18282856,0.08964383,0.4863675,0.4395671,-1.54896818,0.84707765
2371,egs27931,0.00111269,0.0065475,30.53530051,31.53803947,31.07664227,32.11504003,9.56456197,2.40391423,1.95686209,160.88564591,0.03612086,4.30798965,0.93415541,7.76018939,30.11828514,30.94936525,0.0384468,4.34839548,0.78404894,0.74829048,165.99433939,5.40842017,1.52352023,2.13899213,2.69710101,3.28835318,3.96333281,4.71693223,5.58930458,6.62046173,7.76745799,0.49067909,0.29221837,0.19139489,0.0012051,0.09332933,0.0,0.06686021,0.43782676,0.49758936,0.12535789,-1.53534186,0.82100073
2372,egs27949,4.686e-05,0.00703044,31.5357003,31.52967975,32.06092405,31.95463756,11.59760713,2.44896515,2.2812921,137.61325096,0.02393279,5.37636973,1.51579529,5.59426499,31.26439026,30.90687189,0.03197919,4.98699664,0.96361053,0.86177231,163.93619761,7.32953122,1.79898272,2.51754385,3.11460148,3.71435956,4.43683478,5.33770127,6.42741711,7.72878348,9.44540527,0.4871341,0.32814734,0.24831195,0.00095614,0.18831035,0.0,0.18275087,0.62548243,0.5272463,0.26192389,-1.67869172,0.80921696
2373,egs27956,6.796e-05,0.00254093,30.5602132,30.5077683,31.40511167,30.7379383,13.44913093,3.35142997,2.11264031,93.17528005,0.01092722,7.1622369,0.77958789,3.52626155,30.37054739,30.01639495,0.01253713,8.23884262,0.74084,0.42001104,95.61517461,3.1995041,2.16786089,3.15471505,4.30943667,5.23453196,6.21455315,7.25072309,8.22742942,9.40047035,10.88505314,0.47418945,0.24342065,0.14112374,0.0007922,0.12799258,0.0,0.1191887,0.82532531,0.35773972,0.33556287,-1.49284499,0.87217853
2374,egs27961,0.00158085,0.00624235,28.54448035,31.50594491,30.01942585,32.36754047,11.96058804,4.16789528,2.52761506,51.69938549,0.06868314,6.13141105,0.87680479,3.32391506,28.24142344,31.06966471,0.06400647,7.22891767,1.09319939,0.42659345,52.17281017,14.45231875,1.64840218,2.87681417,3.64694041,4.53208991,5.41409147,6.11830174,6.93439734,8.01449359,9.24278133,0.44496428,0.23227709,0.06354444,0.00043021,0.29292752,0.10220011,0.08541437,0.18848541,0.43105004,0.54112968,-1.58293941,0.82476683
2375,egs27962,-0.00065234,0.00540828,32.5332898,29.53306399,32.91788247,29.98758929,6.69579436,2.47234461,1.78400564,75.4809239,0.09878412,2.89430738,0.73189687,4.12814058,31.94014867,29.01384908,0.09743744,3.02468617,1.14765074,0.5799379,72.18491725,5.5225145,1.17500918,1.51999423,1.88595941,2.27736324,2.70050968,3.16479987,3.68275035,4.26940067,4.96842779,0.44852497,0.26477324,0.05926673,0.00096887,0.04645659,0.0,0.00593298,0.32266155,0.4754024,0.14428972,-1.29684612,0.75057963
2376,egs27966,-0.00085464,0.00241638,28.92183612,32.67843308,29.37320757,32.61145177,9.52038582,1.10179503,0.89693072,150.98758997,0.00331713,6.55336138,4.44341426,3.8838047,28.36342818,31.78213126,0.00463692,6.3102889,1.954856,0.59584973,142.53604273,1.21470281,1.06219857,1.81920311,2.58666271,3.28431757,3.9444899,4.67898746,5.56311933,6.55806096,7.70362892,0.55689426,0.29070451,0.20105932,0.00197932,0.16826017,0.0,0.11051305,0.99764062,0.45106864,0.54907505,-1.38555697,0.80376851
2377,egs27967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,egs28001,0.00483272,0.00748481,35.52388548,31.51226715,35.1661448,34.13649661,28.79801486,3.73489834,1.77572304,120.70771631,0.06511469,13.27234239,0.50000001,8.97816749,33.78395286,32.73072261,0.07882284,11.01405893,0.37291671,0.63090809,144.11396278,47.59245387,5.23409938,7.31466972,9.07504582,10.76562846,12.60951975,14.75456315,16.89816641,19.56874434,22.97951674,0.42736824,0.26064234,0.12458166,0.00015715,0.36197708,0.08177895,0.19317653,0.09224378,0.55246026,0.54105962,-1.1118809,0.88819436
2379,egs28016,0.00220326,0.00652434,28.50572328,30.52041508,29.24645498,32.12300766,19.60266491,2.8496917,2.25248092,55.1836505,0.00865873,10.94862291,0.63655287,14.68509412,29.32079261,31.25240025,0.01264662,10.24709982,0.32335933,0.68059341,117.75947142,6.85493046,3.95308372,5.30774964,6.93393089,8.6340025,9.92201377,11.18601438,12.55893549,14.46987983,16.34929134,0.43555449,0.21689911,0.43816173,0.00095038,0.33219685,0.0,0.36096253,0.84526895,0.49667305,0.68474788,-0.98563516,0.9088402
2380,egs28026,9.14e-06,0.00444175,31.50352282,32.50494859,31.44070713,32.57818482,8.97461541,2.29799695,1.9877311,8.42936391,0.02484706,3.98661099,1.20489101,5.49392962,30.80376312,31.76381324,0.01460756,5.07945105,2.06727829,0.82300401,12.44869732,3.45098123,1.04772893,1.72222768,2.31952846,2.89024724,3.46622401,4.08727912,4.81478421,5.71032783,6.75653199,0.52057048,0.28986721,0.16854684,0.00128021,0.23285864,0.00965423,0.10114622,0.61065561,0.51444615,0.07961952,-1.5536042,0.78026309
2381,egs28046,0.00081214,0.00266044,28.53095395,28.52495525,29.14226553,29.01122515,11.98740716,2.72575381,2.34141285,35.41161245,0.01523596,6.01003331,1.15403796,2.97558613,28.16454415,28.02491769,0.01502433,6.22957577,1.39717037,0.75433666,35.54332591,4.66547299,1.82031456,2.66331365,3.43298249,4.18763444,4.94347246,5.742186,6.70770651,7.75038752,9.14426436,0.4639011,0.26711665,0.11908831,0.00056869,0.09007461,0.0,0.073683,0.84384373,0.45511402,0.08664549,-1.71361204,0.83530665
2382,egs28056,0.00035887,0.00754757,27.51301084,28.55112383,28.2627732,29.435294,13.38910176,4.19897742,2.2860265,35.27137834,0.14417984,6.00016452,0.81587193,3.16484524,27.15446215,28.58611279,0.14286926,6.34240265,0.89549515,0.47966003,35.32441247,28.00426173,2.15540981,2.84888766,3.77691183,4.53236264,5.48727076,6.54921886,7.45959738,8.86095895,10.51787985,0.4928054,0.28257182,0.05189453,0.00026856,0.17985236,0.05610857,0.05389497,0.15351687,0.48906846,0.10395931,-1.44957619,0.81807797
2383,egs28110,0.00152065,0.002727,28.54824735,31.54007669,29.36238334,32.3750615,11.45721574,2.22192909,2.0710878,46.37193583,0.01924838,5.3144297,1.23849524,2.13287149,28.39630342,31.40470519,0.01490709,6.19200702,1.65430185,0.81965566,69.64618743,5.22276695,1.42809101,2.40012336,3.18839468,3.85197192,4.56930722,5.46236413,6.48107653,7.60778603,9.09371131,0.50102472,0.2988908,0.1101042,0.00052066,0.1661973,0.0,0.07609441,0.40579699,0.46993851,0.11064405,-1.4530219,0.84028551
2384,egs28112,0.00073361,0.00586582,29.53794513,32.53019807,30.12048177,32.98742174,7.14510221,2.78686878,2.67614225,1.89473541,0.12923493,3.24465113,1.32146931,1.0063521,28.9503016,31.90546593,0.14644471,3.20702698,1.22734248,0.83017161,3.23892524,14.38772491,1.21467934,1.69497141,2.10475691,2.50197934,2.92664475,3.44289271,4.07191145,4.76497211,5.65724573,0.44889799,0.28623503,0.04115882,0.0004047,0.07886633,0.00477958,0.00785546,0.17455452,0.50852975,0.57873152,-1.46337247,0.76460221
2385,egs28139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,egs28145,0.00178883,0.00542202,29.4956157,29.54206373,28.07090745,29.27523184,12.47351329,4.4825401,2.36655038,30.65076679,0.23643343,4.78571862,0.49999999,51.4891842,28.75231018,29.40310053,0.09265665,5.91363407,2.50621437,0.65337905,28.06721784,27.51535456,1.99903807,2.54441439,3.16099744,4.04298369,4.75270884,5.58276623,6.65391275,7.8848323,9.74261741,0.49120462,0.31173444,0.04230753,0.00019605,0.44689341,0.24286953,0.08941877,0.05906476,0.59858483,0.07693446,-1.82924646,0.67857129
2387,egs28160,0.00317452,0.00293692,31.52737485,32.49802177,31.09190071,31.49060971,18.97784287,6.43067304,3.24739452,49.80202697,0.23284229,8.05949456,1.30912996,7.30089002,31.00168301,31.63294479,0.07947913,12.99235283,2.97631436,0.55631016,48.26124824,85.62491908,2.60812031,3.58170529,4.78072384,5.90565538,7.00313808,8.80985082,10.46147605,12.47792837,14.78414749,0.54205264,0.3245036,0.01351938,3.423e-05,0.25132606,0.18570919,0.0635301,0.00893572,0.54048752,0.14282192,-1.90621214,0.71709997
2388,egs28173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,egs28178,0.01404564,0.01154272,31.52326347,33.53424579,31.87211674,33.97148118,23.30603473,2.96857917,2.50896555,49.83660446,0.07512458,11.26170826,2.50895388,8.2316448,31.02684349,33.24046051,0.05106713,14.67044831,2.84522331,0.78541172,62.7256959,110.38001976,2.24735262,3.46563071,4.80300986,6.36375861,8.39373694,10.6787997,13.33112449,16.40895614,19.15418418,0.67529867,0.3583083,0.07867563,0.00010446,0.21638105,0.05930284,0.17383907,0.07507319,0.56045286,0.27750433,-2.03443814,0.67164895
2390,egs28184,0.00105984,0.00484592,31.50033529,33.51947114,31.63172016,34.53092711,15.24789021,3.90199285,2.05967991,85.07252424,0.03635888,6.98553342,1.61573573,4.48239922,30.42540847,32.85047432,0.01518121,11.51529,3.26299985,0.44389106,81.84869353,10.76795265,1.69952645,2.82798032,3.67860976,4.60590573,5.81253287,6.89847156,8.27485631,10.00782657,12.09024929,0.54886339,0.31806983,0.1138977,0.00044842,0.24635674,0.0822756,0.12177608,0.22265243,0.55331935,0.20935103,-1.88514099,0.77437564
2391,egs28185,-0.00060105,0.00506393,8.52377989,43.53570348,17.93935907,39.37748285,31.39329844,13.0080162,2.97872896,150.24058416,0.03905926,20.21768208,0.5,17.64073605,7.51533349,43.28081377,0.00917461,90.50928502,1.91089063,0.12830592,155.74312645,28.84809547,5.68284788,8.77700215,11.24745602,13.44575442,15.25248484,17.15016285,19.19662902,21.56487131,24.66801111,0.39040067,0.20879353,0.0544492,0.00017531,0.28452282,0.11864178,0.38021248,0.13907445,0.32169325,0.9192989,-0.53117769,0.89058136
2392,egs28201,0.00209439,0.00297061,24.50679494,29.53608846,25.21119616,30.55079323,16.67723366,2.09928962,1.35511524,27.99104717,0.02234701,7.9879001,0.63503495,3.78259964,24.03920803,29.47196271,0.02219229,9.28077946,0.70720303,0.4797876,32.16997823,8.32967628,2.85845855,4.1214249,5.28927597,6.37601863,7.4135583,8.6337939,10.08328307,11.5964575,13.3892503,0.44927795,0.25672955,0.09115186,0.00035608,0.05411794,0.0,0.02200498,0.19247943,0.37013615,0.62709729,-1.47307121,0.88657139
2393,egs28220,0.00166965,0.00444883,32.52926747,27.52258805,33.2909864,28.35496573,18.6136049,2.38155851,1.82746383,94.89736685,0.01656076,9.1240784,0.74167103,5.42808405,32.20442551,26.9918442,0.01721395,8.59202868,0.75651206,0.82579473,92.80555721,9.87119062,2.87595508,4.25980647,5.74609353,6.98019268,8.12181339,9.32357376,10.79941318,12.53923088,15.06484652,0.46888103,0.2683117,0.26600446,0.00045016,0.14152651,0.0,0.16078109,0.8358589,0.50071264,0.29003971,-1.5809247,0.848422
2394,egs28224,0.00468015,0.00623867,32.5152547,32.52215439,32.66637033,32.75765594,7.24695119,2.19995464,1.64705943,5.18494976,0.09619534,3.22456166,1.11339611,1.93263679,31.7375561,31.71501314,0.10956288,3.30809586,0.90427634,0.62323321,5.75403432,7.81624034,1.09147438,1.50741056,1.92519421,2.35866509,2.8278427,3.37138325,4.05335935,4.91468145,5.74165814,0.51326382,0.30758208,0.06259386,0.00079095,0.04180775,0.0,0.00932434,0.47662104,0.49463586,0.04023778,-1.39586432,0.74914623
2395,egs28232,0.00107145,0.00300159,29.50074365,32.54863466,29.6088833,33.37484519,15.45092913,2.92772854,2.34176921,68.55752769,0.0308335,5.47627087,2.08323255,2.49609623,28.49912802,32.36579958,0.03038471,5.77048898,1.70416261,0.70049271,68.02077121,9.37818635,1.56412396,2.41437924,3.21890063,4.06273091,4.99059729,6.06753102,7.55274722,9.43947091,11.75666397,0.59214217,0.37213158,0.10232364,0.00031921,0.10288374,0.0,0.08682131,0.35694305,0.58465957,0.08387645,-1.80352541,0.72788484
2396,egs28248,0.00030942,0.00753644,30.55155276,30.5504772,31.30638547,31.18543093,7.05246536,2.42519238,2.32264355,121.93553416,0.07487007,3.23761644,0.70646729,2.81575196,30.198248,30.259596,0.08545515,2.9677661,0.65247046,0.99955535,66.16723333,7.26483997,1.17009037,1.65962949,2.09026296,2.51531758,2.98041686,3.55760513,4.19778975,4.83426964,5.63848623,0.46431973,0.27688551,0.12376887,0.00103079,0.18554354,0.0,0.03395891,0.44726296,0.51683724,0.10361921,-1.36176173,0.81933169
2397,egs28257,0.00790374,0.01063106,62.00167322,44.51160061,44.31215936,38.15697642,50.83777642,13.25158058,4.10589756,32.43717545,0.03007275,17.48537016,0.50000036,136.87736542,43.94110129,37.41826616,0.0225196,37.23848536,0.32189806,0.22135863,26.45032503,34.08564737,9.65680436,14.20477982,17.40483613,20.69184915,23.80585828,27.39200884,31.45972435,35.78514862,41.26741359,0.40126832,0.23892341,0.24526675,0.00031176,0.27859036,0.01372351,0.4296855,0.3873534,0.35462039,0.96077279,-0.97689397,0.91864877
2398,egs28285,0.00270434,0.00643655,29.53566618,29.54840387,29.99748541,30.23848058,14.29163967,3.60471951,2.01651329,102.07118988,0.05707691,6.92456228,1.41697134,3.77522923,28.77220133,29.33087587,0.06235824,7.33867324,1.34113616,0.44931358,102.59370314,17.10160948,1.58145796,2.69648901,3.52382412,4.5465579,5.64070421,6.64825389,8.10616186,9.72013227,11.62950794,0.55687352,0.31422801,0.08006281,0.00037501,0.21544236,0.05615517,0.10429334,0.16568301,0.52041934,0.13966346,-1.69266523,0.78572505
2399,egs28306,0.0006044,0.00413627,30.51609615,29.52562188,31.97826688,30.06467625,15.31780503,5.68434107,2.18742503,177.3336419,0.04482128,8.0555877,0.50905522,3.63615584,30.86098761,28.94683946,0.05103961,8.64088686,0.50963767,0.28771135,176.92730315,9.217345,3.00214185,4.57790419,5.55235215,6.4516541,7.70271689,8.68276527,9.94980142,10.95829663,12.59734861,0.37907635,0.21363521,0.07847423,0.00044748,0.26932346,0.0843037,0.14309521,0.1060539,0.38982378,0.43331324,-1.19015236,0.88117849
2400,egs28315,0.00084852,0.00252544,30.51158109,30.5395253,30.57064449,31.06110688,6.56411102,1.34494417,1.29144996,79.11330725,0.0171243,2.89069588,0.99597083,9.46322326,29.58427709,30.01065367,0.01441075,2.97749297,3.73160429,0.7993647,78.38895186,1.42959567,1.0294905,1.29952799,1.60207624,1.94640244,2.34527694,2.81496344,3.3707113,4.02308359,4.79094219,0.49077342,0.3102268,0.1172342,0.00174883,0.09278276,0.0,0.01865443,0.79667381,0.5391455,0.05606432,-1.37635086,0.75623887
2401,egs28323,0.00031455,0.00576898,31.40416109,31.61342328,31.81934921,32.40424338,18.95193211,1.97716718,1.00968633,59.51989548,0.00671893,9.77829138,0.77010979,29.64750261,27.5370554,32.07847049,0.01226116,1.82405592,0.16362158,0.71525842,32.85230299,3.09283111,3.29594758,4.43776813,6.22051003,7.56965789,8.91766473,10.32956267,13.47165784,15.04009883,16.43518249,0.53008608,0.26552339,0.57425442,0.00185964,0.50787779,0.02297461,0.79567271,0.61769624,0.58031729,0.46403776,-0.64944594,0.86297289
2402,egs28364,6.743e-05,0.00534541,29.5601937,34.51680756,31.06455609,36.89574685,11.59013362,4.7471679,1.94206795,67.92183065,0.06012497,5.98255721,0.50000001,6.02046913,29.28677332,33.84016997,0.03151441,8.86018707,1.47200239,0.29585002,67.87252337,7.14493842,2.39676454,3.26058805,4.1267097,4.74989996,5.43171939,6.23273845,7.00934152,7.83917388,9.21622026,0.38097437,0.22961552,0.08251562,0.00074363,0.38606069,0.11400915,0.1311616,0.28589886,0.469474,0.56058725,-1.01831347,0.79905276
2403,egs28366,0.00345804,0.00635361,30.51931928,32.51342171,30.96478355,32.36524807,16.68748037,3.9004357,1.96699085,144.42610444,0.05941356,8.49329995,0.90978616,6.88747768,29.91521276,31.58425957,0.03643849,12.43865611,1.57636962,0.38835799,142.41983854,20.96757383,2.55388735,3.65090871,4.91581159,6.18550335,7.42137628,8.80902591,10.32397366,11.83791487,13.66192876,0.51087424,0.26502756,0.07217162,0.00030231,0.30454774,0.10391344,0.25999665,0.13204864,0.42726468,0.16255538,-1.6165239,0.85447253
2404,egs28378,0.00252102,0.005857,28.54485854,27.50421554,30.14901699,29.55639775,24.36342333,6.51858003,2.46388711,64.77269067,0.1351248,9.5787498,0.5756683,17.56569482,29.01109424,28.39143353,0.1294422,11.33103717,0.69946352,0.27451999,65.98377089,46.25260521,3.55071188,5.47407393,6.95346406,8.31950427,9.68005237,11.65441355,13.70562871,16.39800878,19.54209365,0.47648046,0.30509338,0.0429299,0.00012643,0.16077815,0.06245852,0.08502666,0.06766489,0.45055996,0.30962336,-1.27512977,0.86402866
2405,egs28383,0.0016858,0.00244825,31.55504183,32.53640788,32.57254851,33.29163249,13.76058041,3.53737551,3.2120716,120.78880084,0.03287898,5.86121402,1.20555668,1.914302,31.46880706,32.1443332,0.02906016,6.12166558,1.4974165,0.87124539,114.9137411,11.03682568,1.61743349,2.65112363,3.47259731,4.24165737,5.12225025,6.19344738,7.40949733,8.81512425,10.53824426,0.52179846,0.31330747,0.07279211,0.00022133,0.08653789,0.00539862,0.02510751,0.17506735,0.51669005,0.05824786,-1.70586625,0.78817901
2406,egs28388,0.0023403,0.00579078,31.52542524,34.55180817,31.73046089,35.11309705,6.97977488,3.07449728,2.03767028,163.72920049,0.53523458,2.38959981,2.97636234,0.5959833,30.92640057,33.95337559,0.45096103,2.70339946,0.93452121,0.62386339,159.99871539,21.5397165,1.0,1.22755406,1.5277238,1.88229115,2.31126188,2.83301763,3.43546654,4.10955596,4.89019319,0.52475427,0.32547686,0.02014446,0.00026538,0.15287869,0.03692831,0.00671892,0.07853535,0.55781355,0.38283023,-1.41705148,0.70007796
2407,egs28389,-0.00113023,0.00544607,28.50438482,30.51980662,28.65866414,30.90399189,5.81545738,2.82809627,2.30781007,145.17002202,0.41164768,2.08971864,49.99992313,10.16271238,27.13837065,29.62058954,0.21179553,3.36232717,1.58499433,0.6225067,167.27845194,15.61770391,1.0,1.28376966,1.62127076,1.98210863,2.36588154,2.77009813,3.19007761,3.63550821,4.15296193,0.45207802,0.24436496,0.0196895,0.00034351,0.34735334,0.08850425,0.03987058,0.0983808,0.57384472,0.36610718,-1.19279359,0.70697568
2408,egs28409,0.00198481,0.00600603,31.51345459,30.49783741,31.53073815,30.58128859,12.13631716,4.50413428,3.17412519,43.73856833,0.24660375,5.25770905,1.28166933,3.11418096,30.59545898,29.31275397,0.28498697,5.43710021,1.02658248,0.58613687,44.37150866,54.32963874,1.70220503,2.42704476,3.12409186,3.99441562,4.7820091,5.60797851,6.62912216,7.88288336,9.52127618,0.51160731,0.29908476,0.02269164,0.00011012,0.146779,0.07113618,0.01254454,0.0856323,0.49999756,0.08278268,-1.66973181,0.75183424
2409,egs28421,0.0006458,0.00531527,30.51052727,31.5306653,30.49378643,32.13828685,14.50954194,2.56324076,1.65274446,97.26695969,0.04758238,5.334758,0.87179166,11.83043564,29.45495017,31.02889971,0.04170493,6.96817081,1.23792126,0.41832015,98.22360126,9.71504316,1.97883246,2.67498308,3.45454282,4.41259939,5.29117864,6.24308716,7.58957816,9.20299808,11.51186413,0.53660829,0.33759323,0.11248633,0.0005452,0.28669465,0.02309453,0.1095756,0.33474719,0.51839673,0.20886012,-1.70706396,0.81471668
2410,egs28429,0.00642478,0.00703102,32.51435707,30.53611802,32.12412253,31.14893477,22.13470656,3.48322152,2.89999439,1.92045878,0.15709368,6.19626729,1.00740439,49.14194316,32.24449391,30.20162747,0.06391328,10.19048958,2.18932943,0.75696376,21.76677716,67.73715315,2.39570657,3.43187853,4.46470722,5.71085072,7.26251322,9.40125464,12.12713982,14.76162284,17.83328305,0.6336022,0.39014437,0.07583233,0.00010366,0.37567159,0.201975,0.15379015,0.02044383,0.56121857,0.28009684,-1.8655388,0.65438287
2411,egs28435,-0.0005568,0.0047218,30.52408138,32.55377146,30.84660063,33.11456411,7.69056701,3.03502318,2.33240361,161.21393951,0.09265702,3.3017032,0.68638265,4.06876806,29.74727098,32.22573133,0.09597175,3.32449943,0.93390113,0.68728147,157.64909112,7.34792893,1.28566603,1.75749975,2.15048975,2.53253784,2.95131821,3.49963139,4.19780275,4.9405495,5.84621944,0.44887998,0.29685908,0.05754351,0.00063784,0.09293798,0.00250897,0.01260194,0.30924051,0.49520042,0.07623966,-1.3520039,0.80789369
2412,egs28438,0.00368505,0.00622566,34.49976635,37.56648216,35.09122659,38.5696069,15.74958557,4.80942325,2.76105343,16.83457504,0.22935836,6.02305586,0.98063146,9.92463896,33.57052514,37.39889921,0.17144189,7.64901896,1.61396019,0.43370632,10.71501985,52.56012747,1.9021596,2.89321805,3.84943869,4.74674527,5.73929168,6.88585649,8.15112385,9.90960978,12.02901871,0.53467539,0.3213719,0.02986167,0.00011807,0.10299981,0.04758427,0.02198843,0.03590469,0.51431888,0.76425644,-1.64186246,0.76315287
2413,egs28440,0.0060302,0.00640836,29.51030627,35.56286888,30.2430016,36.43324485,21.34280336,5.24318823,2.98446332,1.06820674,0.14339881,10.20840782,1.30878815,4.10957585,28.82919189,35.49842397,0.13357141,11.86715792,1.5195178,0.43527495,0.73111666,93.54618473,2.4980433,4.09524034,5.46531521,6.81484596,8.35654006,9.7955881,11.67245162,14.0258166,17.03647676,0.53464876,0.30935329,0.02980262,6.839e-05,0.13574505,0.06756133,0.0321831,0.03761835,0.49833404,0.82392914,-1.48610883,0.76596267
2414,egs28442,0.00052923,0.0057908,28.50928125,30.50211445,30.21773735,33.82888804,16.51631011,6.69193628,2.06480374,62.91462468,0.0869976,9.16632064,0.56050708,11.23055789,27.66505387,29.62632263,0.00151382,90.50694873,6.19567998,0.28275956,66.75474951,18.29998857,3.33813974,4.722066,6.2386945,7.16240738,8.59693286,9.61270807,10.67233361,11.80384451,13.35072799,0.39789143,0.19116141,0.06258024,0.0003152,0.50206499,0.23913264,0.16716899,0.0905993,0.53807284,0.34420338,-0.58164342,0.82191553
2415,egs28461,0.00035611,0.00567484,31.54552122,27.55587385,29.09178028,30.88677091,21.95171941,8.53149819,2.33865278,138.79121622,0.03450065,19.99999947,1.23613983,18.73903332,28.1447111,29.83120103,0.11873107,12.50301492,0.43206409,0.17621217,138.30982276,26.96422873,4.44254228,6.03215669,7.58589019,9.14288246,10.52155945,11.86411345,13.6048633,15.3731791,17.79748441,0.40629107,0.22827851,0.04978377,0.00021003,0.15761757,0.0698911,0.05838622,0.04894952,0.3695768,0.49157815,-1.2602399,0.88103192
2416,egs28462,-0.00036991,0.00590457,31.61163515,25.6220103,32.55930107,26.39268077,15.46977283,1.83732829,1.47231405,49.92124112,0.00844273,7.96330436,0.67979563,13.87212791,31.14423653,25.11013452,0.00802537,7.9979813,0.64848724,0.88233097,37.55496059,3.83391009,3.01038436,4.15414322,5.22859651,6.21308188,7.47031379,8.94478623,10.21559636,11.43932286,12.88714939,0.43991885,0.23681802,0.51931056,0.0015371,0.31701985,0.0,0.36609015,1.05229667,0.47281719,0.83005332,-1.53340269,0.87045403
2417,egs28477,0.0001932,0.00208981,28.57228822,36.525815,29.27698165,37.16333511,18.59074685,4.50350472,2.36149601,88.19658805,0.02787462,6.32482424,0.9803909,13.88879781,28.54310205,36.19548082,0.02305389,7.18060193,1.46899991,0.45602209,89.84795504,6.78194323,2.08907636,3.31802359,4.23843767,5.23510083,6.26321528,7.54550622,9.0107932,11.20555437,14.61565915,0.52855388,0.36802107,0.09643172,0.00030732,0.31756157,0.12539406,0.28195181,0.14886692,0.59697652,0.6395759,-1.72792618,0.78218149
2418,egs28493,-0.00079169,0.00547617,5.71569405,62.5728915,5.52406618,62.6779698,27.93437931,1.08904338,0.43371531,169.97866611,0.01543935,10.15084528,0.50000019,161.21631241,7.43040187,59.91807832,0.01029048,18.79020691,0.39744842,0.19968448,166.816838,3.30609152,5.12050321,7.84646872,9.99815105,11.76829997,13.71667446,16.11017837,18.05762023,21.44951089,23.69212972,0.43674315,0.23735527,0.35548068,0.00165148,0.51318271,0.08596703,0.56298643,0.53027049,0.43694175,0.82050835,-0.56510095,0.90296582
2419,egs28495,9.406e-05,0.00623595,30.53381238,30.54756644,31.32270995,31.11765009,11.32441706,3.38837237,1.92990174,2.40404978,0.03882407,5.31732579,0.70777114,2.70881043,30.4014207,29.98460146,0.04046191,5.86297644,0.71089821,0.44246188,178.75199594,5.87181028,1.90522188,2.70541153,3.41533844,4.1630162,4.98824473,5.79294603,6.72779179,7.85573343,9.10164787,0.4629534,0.26117228,0.14563612,0.0010574,0.06399814,0.0,0.02636749,0.45584408,0.44230923,0.19941197,-1.32330384,0.84645682
